Chromosome	Start	Final	Density
chr20	1257001	1258001	0.022321429
chr20	1265001	1266001	0.022321429
chr20	1335001	1336001	0.022321429
chr20	1344001	1345001	0.022321429
chr20	1350001	1351001	0.022321429
chr20	1363001	1364001	0.022321429
chr20	1366001	1367001	0.022321429
chr20	1370001	1371001	0.022321429
chr20	1378001	1379001	0.022321429
chr20	1405001	1406001	0.022321429
chr20	1431001	1432001	0.022321429
chr20	1435001	1436001	0.022321429
chr20	1451001	1452001	0.022321429
chr20	1532001	1533001	0.022321429
chr20	1569001	1570001	0.022321429
chr20	1570001	1571001	0.022321429
chr20	1580001	1581001	0.022321429
chr20	1604001	1605001	0.022321429
chr20	1607001	1608001	0.022321429
chr20	1612001	1613001	0.022321429
chr20	1613001	1614001	0.022321429
chr20	1641001	1642001	0.022321429
chr20	1666001	1667001	0.022321429
chr20	1669001	1670001	0.022321429
chr20	1671001	1672001	0.022321429
chr20	1693001	1694001	0.022321429
chr20	1704001	1705001	0.022321429
chr20	1726001	1727001	0.022321429
chr20	1740001	1741001	0.022321429
chr20	1742001	1743001	0.022321429
chr20	1745001	1746001	0.022321429
chr20	1751001	1752001	0.022321429
chr20	1752001	1753001	0.022321429
chr20	1770001	1771001	0.022321429
chr20	1791001	1792001	0.022321429
chr20	1798001	1799001	0.022321429
chr20	1844001	1845001	0.022321429
chr20	1895001	1896001	0.022321429
chr20	1898001	1899001	0.022321429
chr20	1900001	1901001	0.022321429
chr20	1905001	1906001	0.022321429
chr20	1958001	1959001	0.022321429
chr20	1961001	1962001	0.022321429
chr20	1964001	1965001	0.022321429
chr20	1973001	1974001	0.022321429
chr20	2036001	2037001	0.022321429
chr20	2059001	2060001	0.022321429
chr20	2080001	2081001	0.022321429
chr20	2101001	2102001	0.022321429
chr20	2102001	2103001	0.022321429
chr20	2204001	2205001	0.022321429
chr20	2233001	2234001	0.022321429
chr20	2241001	2242001	0.022321429
chr20	2287001	2288001	0.022321429
chr20	2310001	2311001	0.022321429
chr20	2341001	2342001	0.022321429
chr20	2372001	2373001	0.022321429
chr20	2384001	2385001	0.022321429
chr20	2408001	2409001	0.022321429
chr20	2419001	2420001	0.022321429
chr20	2435001	2436001	0.022321429
chr20	2461001	2462001	0.022321429
chr20	2531001	2532001	0.022321429
chr20	2534001	2535001	0.022321429
chr20	2550001	2551001	0.022321429
chr20	2555001	2556001	0.022321429
chr20	2573001	2574001	0.022321429
chr20	2576001	2577001	0.022321429
chr20	2579001	2580001	0.022321429
chr20	2585001	2586001	0.022321429
chr20	2609001	2610001	0.022321429
chr20	2634001	2635001	0.022321429
chr20	2645001	2646001	0.022321429
chr20	2650001	2651001	0.022321429
chr20	2672001	2673001	0.022321429
chr20	2676001	2677001	0.022321429
chr20	2745001	2746001	0.022321429
chr20	2748001	2749001	0.022321429
chr20	2749001	2750001	0.022321429
chr20	2788001	2789001	0.022321429
chr20	2808001	2809001	0.022321429
chr20	2825001	2826001	0.022321429
chr20	2831001	2832001	0.022321429
chr20	2840001	2841001	0.022321429
chr20	2859001	2860001	0.022321429
chr20	2863001	2864001	0.022321429
chr20	2870001	2871001	0.022321429
chr20	2890001	2891001	0.022321429
chr20	2896001	2897001	0.022321429
chr20	2902001	2903001	0.022321429
chr20	3022001	3023001	0.022321429
chr20	3045001	3046001	0.022321429
chr20	3053001	3054001	0.022321429
chr20	3132001	3133001	0.022321429
chr20	3135001	3136001	0.022321429
chr20	3195001	3196001	0.022321429
chr20	3201001	3202001	0.022321429
chr20	3204001	3205001	0.022321429
chr20	3226001	3227001	0.022321429
chr20	3233001	3234001	0.022321429
chr20	3239001	3240001	0.022321429
chr20	3338001	3339001	0.022321429
chr21	1	1001	0.022321429
chr21	14001	15001	0.022321429
chr21	22001	23001	0.022321429
chr21	27001	28001	0.022321429
chr21	28001	29001	0.022321429
chr21	37001	38001	0.022321429
chr21	44001	45001	0.022321429
chr21	52001	53001	0.022321429
chr21	63001	64001	0.022321429
chr21	67001	68001	0.022321429
chr21	105001	106001	0.022321429
chr21	132001	133001	0.022321429
chr21	157001	158001	0.022321429
chr21	167001	168001	0.022321429
chr21	231001	232001	0.022321429
chr21	243001	244001	0.022321429
chr21	255001	256001	0.022321429
chr21	257001	258001	0.022321429
chr21	265001	266001	0.022321429
chr21	272001	273001	0.022321429
chr21	286001	287001	0.022321429
chr21	291001	292001	0.022321429
chr21	296001	297001	0.022321429
chr21	322001	323001	0.022321429
chr21	331001	332001	0.022321429
chr21	348001	349001	0.022321429
chr21	364001	365001	0.022321429
chr21	366001	367001	0.022321429
chr21	367001	368001	0.022321429
chr21	373001	374001	0.022321429
chr21	375001	376001	0.022321429
chr21	376001	377001	0.022321429
chr21	385001	386001	0.022321429
chr21	458001	459001	0.022321429
chr21	467001	468001	0.022321429
chr21	474001	475001	0.022321429
chr21	485001	486001	0.022321429
chr21	498001	499001	0.022321429
chr21	499001	500001	0.022321429
chr21	510001	511001	0.022321429
chr21	515001	516001	0.022321429
chr21	522001	523001	0.022321429
chr21	549001	550001	0.022321429
chr21	560001	561001	0.022321429
chr21	595001	596001	0.022321429
chr21	612001	613001	0.022321429
chr21	626001	627001	0.022321429
chr21	637001	638001	0.022321429
chr22	8001	9001	0.022321429
chr22	63001	64001	0.022321429
chr22	68001	69001	0.022321429
chr22	70001	71001	0.022321429
chr22	77001	78001	0.022321429
chr22	90001	91001	0.022321429
chr22	104001	105001	0.022321429
chr22	113001	114001	0.022321429
chr22	134001	135001	0.022321429
chr22	142001	143001	0.022321429
chr22	152001	153001	0.022321429
chr22	157001	158001	0.022321429
chr22	160001	161001	0.022321429
chr22	161001	162001	0.022321429
chr22	192001	193001	0.022321429
chr22	218001	219001	0.022321429
chr22	231001	232001	0.022321429
chr22	249001	250001	0.022321429
chr22	274001	275001	0.022321429
chr22	281001	282001	0.022321429
chr22	292001	293001	0.022321429
chr22	304001	305001	0.022321429
chr22	308001	309001	0.022321429
chr22	309001	310001	0.022321429
chr22	356001	357001	0.022321429
chr22	367001	368001	0.022321429
chr22	368001	369001	0.022321429
chr22	388001	389001	0.022321429
chr22	406001	407001	0.022321429
chr22	417001	418001	0.022321429
chr22	442001	443001	0.022321429
chr22	457001	458001	0.022321429
chr22	462001	463001	0.022321429
chr22	471001	472001	0.022321429
chr22	504001	505001	0.022321429
chr22	506001	507001	0.022321429
chr22	507001	508001	0.022321429
chr22	508001	509001	0.022321429
chr22	512001	513001	0.022321429
chr22	517001	518001	0.022321429
chr22	520001	521001	0.022321429
chr22	554001	555001	0.022321429
chr22	562001	563001	0.022321429
chr22	563001	564001	0.022321429
chr22	566001	567001	0.022321429
chr22	593001	594001	0.022321429
chr22	608001	609001	0.022321429
chr22	630001	631001	0.022321429
chr22	641001	642001	0.022321429
chr22	656001	657001	0.022321429
chr22	659001	660001	0.022321429
chr22	664001	665001	0.022321429
chr22	665001	666001	0.022321429
chr22	674001	675001	0.022321429
chr23	4001	5001	0.022321429
chr23	52001	53001	0.022321429
chr23	86001	87001	0.022321429
chr23	104001	105001	0.022321429
chr23	120001	121001	0.022321429
chr23	126001	127001	0.022321429
chr23	133001	134001	0.022321429
chr23	160001	161001	0.022321429
chr23	183001	184001	0.022321429
chr23	218001	219001	0.022321429
chr23	219001	220001	0.022321429
chr23	236001	237001	0.022321429
chr23	248001	249001	0.022321429
chr23	282001	283001	0.022321429
chr23	298001	299001	0.022321429
chr23	314001	315001	0.022321429
chr23	332001	333001	0.022321429
chr23	335001	336001	0.022321429
chr23	338001	339001	0.022321429
chr23	341001	342001	0.022321429
chr23	342001	343001	0.022321429
chr23	345001	346001	0.022321429
chr23	346001	347001	0.022321429
chr23	364001	365001	0.022321429
chr23	368001	369001	0.022321429
chr23	389001	390001	0.022321429
chr23	392001	393001	0.022321429
chr23	532001	533001	0.022321429
chr23	533001	534001	0.022321429
chr23	547001	548001	0.022321429
chr23	553001	554001	0.022321429
chr23	661001	662001	0.022321429
chr23	662001	663001	0.022321429
chr24	113001	114001	0.022321429
chr24	120001	121001	0.022321429
chr24	126001	127001	0.022321429
chr24	156001	157001	0.022321429
chr24	165001	166001	0.022321429
chr24	184001	185001	0.022321429
chr24	190001	191001	0.022321429
chr24	213001	214001	0.022321429
chr24	216001	217001	0.022321429
chr24	221001	222001	0.022321429
chr24	222001	223001	0.022321429
chr24	240001	241001	0.022321429
chr24	244001	245001	0.022321429
chr24	253001	254001	0.022321429
chr24	282001	283001	0.022321429
chr24	286001	287001	0.022321429
chr24	302001	303001	0.022321429
chr24	370001	371001	0.022321429
chr24	371001	372001	0.022321429
chr24	377001	378001	0.022321429
chr24	391001	392001	0.022321429
chr24	396001	397001	0.022321429
chr24	399001	400001	0.022321429
chr24	415001	416001	0.022321429
chr24	427001	428001	0.022321429
chr24	455001	456001	0.022321429
chr24	500001	501001	0.022321429
chr24	504001	505001	0.022321429
chr24	520001	521001	0.022321429
chr24	528001	529001	0.022321429
chr24	550001	551001	0.022321429
chr24	568001	569001	0.022321429
chr24	604001	605001	0.022321429
chr24	615001	616001	0.022321429
chr24	617001	618001	0.022321429
chr24	625001	626001	0.022321429
chr24	626001	627001	0.022321429
chr24	654001	655001	0.022321429
chr24	673001	674001	0.022321429
chr24	686001	687001	0.022321429
chr24	693001	694001	0.022321429
chr24	725001	726001	0.022321429
chr24	741001	742001	0.022321429
chr24	755001	756001	0.022321429
chr24	816001	817001	0.022321429
chr24	832001	833001	0.022321429
chr24	834001	835001	0.022321429
chr24	835001	836001	0.022321429
chr25	1	1001	0.022321429
chr25	5001	6001	0.022321429
chr25	7001	8001	0.022321429
chr25	78001	79001	0.022321429
chr25	96001	97001	0.022321429
chr25	107001	108001	0.022321429
chr25	126001	127001	0.022321429
chr25	141001	142001	0.022321429
chr25	144001	145001	0.022321429
chr25	148001	149001	0.022321429
chr25	182001	183001	0.022321429
chr25	185001	186001	0.022321429
chr25	204001	205001	0.022321429
chr25	246001	247001	0.022321429
chr25	267001	268001	0.022321429
chr25	268001	269001	0.022321429
chr25	272001	273001	0.022321429
chr25	289001	290001	0.022321429
chr25	300001	301001	0.022321429
chr25	310001	311001	0.022321429
chr25	327001	328001	0.022321429
chr25	379001	380001	0.022321429
chr25	390001	391001	0.022321429
chr25	396001	397001	0.022321429
chr25	407001	408001	0.022321429
chr25	436001	437001	0.022321429
chr25	445001	446001	0.022321429
chr25	446001	447001	0.022321429
chr25	489001	490001	0.022321429
chr25	497001	498001	0.022321429
chr25	504001	505001	0.022321429
chr25	511001	512001	0.022321429
chr25	558001	559001	0.022321429
chr25	610001	611001	0.022321429
chr25	611001	612001	0.022321429
chr25	686001	687001	0.022321429
chr25	714001	715001	0.022321429
chr25	761001	762001	0.022321429
chr25	790001	791001	0.022321429
chr25	791001	792001	0.022321429
chr25	860001	861001	0.022321429
chr25	862001	863001	0.022321429
chr25	878001	879001	0.022321429
chr25	881001	882001	0.022321429
chr26	6001	7001	0.022321429
chr26	43001	44001	0.022321429
chr26	65001	66001	0.022321429
chr26	66001	67001	0.022321429
chr26	88001	89001	0.022321429
chr26	97001	98001	0.022321429
chr26	106001	107001	0.022321429
chr26	124001	125001	0.022321429
chr26	132001	133001	0.022321429
chr26	134001	135001	0.022321429
chr26	183001	184001	0.022321429
chr26	192001	193001	0.022321429
chr26	200001	201001	0.022321429
chr26	226001	227001	0.022321429
chr26	269001	270001	0.022321429
chr26	284001	285001	0.022321429
chr26	292001	293001	0.022321429
chr26	329001	330001	0.022321429
chr26	385001	386001	0.022321429
chr26	398001	399001	0.022321429
chr26	403001	404001	0.022321429
chr26	453001	454001	0.022321429
chr26	459001	460001	0.022321429
chr26	460001	461001	0.022321429
chr26	471001	472001	0.022321429
chr26	503001	504001	0.022321429
chr26	518001	519001	0.022321429
chr26	530001	531001	0.022321429
chr26	545001	546001	0.022321429
chr26	557001	558001	0.022321429
chr26	583001	584001	0.022321429
chr26	584001	585001	0.022321429
chr26	663001	664001	0.022321429
chr26	671001	672001	0.022321429
chr26	678001	679001	0.022321429
chr26	686001	687001	0.022321429
chr26	703001	704001	0.022321429
chr26	704001	705001	0.022321429
chr26	743001	744001	0.022321429
chr26	744001	745001	0.022321429
chr26	768001	769001	0.022321429
chr26	772001	773001	0.022321429
chr27	92001	93001	0.022321429
chr27	124001	125001	0.022321429
chr27	194001	195001	0.022321429
chr27	251001	252001	0.022321429
chr27	258001	259001	0.022321429
chr27	259001	260001	0.022321429
chr27	266001	267001	0.022321429
chr27	288001	289001	0.022321429
chr27	290001	291001	0.022321429
chr27	299001	300001	0.022321429
chr27	304001	305001	0.022321429
chr27	310001	311001	0.022321429
chr27	348001	349001	0.022321429
chr27	357001	358001	0.022321429
chr27	364001	365001	0.022321429
chr27	366001	367001	0.022321429
chr27	370001	371001	0.022321429
chr27	418001	419001	0.022321429
chr27	420001	421001	0.022321429
chr27	439001	440001	0.022321429
chr27	452001	453001	0.022321429
chr27	475001	476001	0.022321429
chr27	485001	486001	0.022321429
chr27	488001	489001	0.022321429
chr27	501001	502001	0.022321429
chr27	514001	515001	0.022321429
chr27	547001	548001	0.022321429
chr27	563001	564001	0.022321429
chr27	578001	579001	0.022321429
chr27	622001	623001	0.022321429
chr27	624001	625001	0.022321429
chr27	630001	631001	0.022321429
chr27	631001	632001	0.022321429
chr27	637001	638001	0.022321429
chr27	662001	663001	0.022321429
chr27	709001	710001	0.022321429
chr27	711001	712001	0.022321429
chr27	726001	727001	0.022321429
chr27	731001	732001	0.022321429
chr27	754001	755001	0.022321429
chr27	773001	774001	0.022321429
chr27	781001	782001	0.022321429
chr27	786001	787001	0.022321429
chr27	789001	790001	0.022321429
chr27	794001	795001	0.022321429
chr27	807001	808001	0.022321429
chr27	808001	809001	0.022321429
chr27	842001	843001	0.022321429
chr27	905001	906001	0.022321429
chr27	943001	944001	0.022321429
chr27	1005001	1006001	0.022321429
chr27	1012001	1013001	0.022321429
chr27	1039001	1040001	0.022321429
chr28	30001	31001	0.022321429
chr28	113001	114001	0.022321429
chr28	147001	148001	0.022321429
chr28	148001	149001	0.022321429
chr28	161001	162001	0.022321429
chr28	163001	164001	0.022321429
chr28	186001	187001	0.022321429
chr28	241001	242001	0.022321429
chr28	267001	268001	0.022321429
chr28	349001	350001	0.022321429
chr28	352001	353001	0.022321429
chr28	403001	404001	0.022321429
chr28	410001	411001	0.022321429
chr28	427001	428001	0.022321429
chr28	435001	436001	0.022321429
chr28	459001	460001	0.022321429
chr28	488001	489001	0.022321429
chr28	498001	499001	0.022321429
chr28	504001	505001	0.022321429
chr28	532001	533001	0.022321429
chr28	544001	545001	0.022321429
chr28	551001	552001	0.022321429
chr28	566001	567001	0.022321429
chr28	581001	582001	0.022321429
chr28	611001	612001	0.022321429
chr28	635001	636001	0.022321429
chr28	641001	642001	0.022321429
chr28	664001	665001	0.022321429
chr28	676001	677001	0.022321429
chr28	682001	683001	0.022321429
chr28	701001	702001	0.022321429
chr28	733001	734001	0.022321429
chr28	735001	736001	0.022321429
chr28	766001	767001	0.022321429
chr28	772001	773001	0.022321429
chr28	773001	774001	0.022321429
chr28	778001	779001	0.022321429
chr28	779001	780001	0.022321429
chr28	781001	782001	0.022321429
chr28	816001	817001	0.022321429
chr28	833001	834001	0.022321429
chr28	868001	869001	0.022321429
chr28	873001	874001	0.022321429
chr28	886001	887001	0.022321429
chr28	892001	893001	0.022321429
chr28	894001	895001	0.022321429
chr28	904001	905001	0.022321429
chr28	914001	915001	0.022321429
chr28	921001	922001	0.022321429
chr28	947001	948001	0.022321429
chr28	959001	960001	0.022321429
chr28	967001	968001	0.022321429
chr28	1044001	1045001	0.022321429
chr28	1136001	1137001	0.022321429
chr29	119001	120001	0.022321429
chr29	124001	125001	0.022321429
chr29	150001	151001	0.022321429
chr29	153001	154001	0.022321429
chr29	161001	162001	0.022321429
chr29	166001	167001	0.022321429
chr29	167001	168001	0.022321429
chr29	174001	175001	0.022321429
chr29	225001	226001	0.022321429
chr29	226001	227001	0.022321429
chr29	227001	228001	0.022321429
chr29	255001	256001	0.022321429
chr29	267001	268001	0.022321429
chr29	296001	297001	0.022321429
chr29	338001	339001	0.022321429
chr29	361001	362001	0.022321429
chr29	376001	377001	0.022321429
chr29	378001	379001	0.022321429
chr29	383001	384001	0.022321429
chr29	390001	391001	0.022321429
chr29	399001	400001	0.022321429
chr29	451001	452001	0.022321429
chr29	460001	461001	0.022321429
chr29	464001	465001	0.022321429
chr29	544001	545001	0.022321429
chr29	570001	571001	0.022321429
chr29	576001	577001	0.022321429
chr29	581001	582001	0.022321429
chr29	587001	588001	0.022321429
chr29	624001	625001	0.022321429
chr29	626001	627001	0.022321429
chr29	628001	629001	0.022321429
chr29	633001	634001	0.022321429
chr29	661001	662001	0.022321429
chr29	664001	665001	0.022321429
chr29	669001	670001	0.022321429
chr29	716001	717001	0.022321429
chr29	726001	727001	0.022321429
chr29	763001	764001	0.022321429
chr29	775001	776001	0.022321429
chr29	776001	777001	0.022321429
chr29	792001	793001	0.022321429
chr29	809001	810001	0.022321429
chr29	827001	828001	0.022321429
chr29	856001	857001	0.022321429
chr29	864001	865001	0.022321429
chr29	882001	883001	0.022321429
chr29	900001	901001	0.022321429
chr29	901001	902001	0.022321429
chr29	911001	912001	0.022321429
chr29	941001	942001	0.022321429
chr29	960001	961001	0.022321429
chr29	982001	983001	0.022321429
chr29	990001	991001	0.022321429
chr29	1069001	1070001	0.022321429
chr29	1079001	1080001	0.022321429
chr29	1087001	1088001	0.022321429
chr29	1094001	1095001	0.022321429
chr29	1100001	1101001	0.022321429
chr29	1164001	1165001	0.022321429
chr29	1190001	1191001	0.022321429
chr29	1198001	1199001	0.022321429
chr29	1201001	1202001	0.022321429
chr29	1204001	1205001	0.022321429
chr29	1222001	1223001	0.022321429
chr29	1237001	1238001	0.022321429
chr29	1251001	1252001	0.022321429
chr29	1263001	1264001	0.022321429
chr29	1271001	1272001	0.022321429
chr29	1283001	1284001	0.022321429
chr29	1319001	1320001	0.022321429
chr30	11001	12001	0.022321429
chr30	12001	13001	0.022321429
chr30	27001	28001	0.022321429
chr30	29001	30001	0.022321429
